Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Total Residents,"1,646,400","1,702,400","1,750,200","1,795,000","1,841,600","1,886,900","1,934,400","1,977,600","2,012,000","2,042,500","2,013,563","2,112,900","2,152,400","2,193,000","2,229,800","2,262,600","2,293,300","2,325,300","2,353,600","2,383,500","2,282,125","2,324,403","2,365,707","2,406,165","2,443,705","2,482,615","2,518,598","2,553,864","2,598,458","2,647,627","2,735,868","2,794,704","2,849,754","2,904,547","2,959,350","3,013,515","3,068,132","3,123,403","3,180,018","3,229,681","3,273,363","3,325,902","3,382,944","3,366,891","3,413,266","3,467,814","3,525,894","3,583,082","3,642,659","3,733,876","3,771,721","3,789,251","3,818,205","3,844,751","3,870,739","3,902,690","3,933,559","3,965,796"
